"기준_년분기_코드","행정동_코드","행정동_코드_명","월_평균_소득_금액","소득_구간_코드","지출_총금액","식료품_지출_총금액","의류_신발_지출_총금액","생활용품_지출_총금액","의료비_지출_총금액","교통_지출_총금액","교육_지출_총금액","유흥_지출_총금액","여가_문화_지출_총금액","기타_지출_총금액","음식_지출_총금액"
"20243","11680610","대치2동","6017362","09","10098978000","782584000","2647277000","130907000","1934129000","84119000","2361316000","72496000","654124000","225184000","1206842000"
"20243","11680600","대치1동","7421305","10","5619455000","474654000","5549000","1133000","721895000","11438000","2900731000","20300000","810038000","188906000","484811000"
"20243","11680590","삼성2동","5055114","09","6249893000","1095375000","231369000","314150000","938633000","100404000","1858119000","100181000","434453000","266318000","910891000"
"20243","11680580","삼성1동","5098096","09","14273597000","721345000","3308423000","157708000","1671896000","168437000","145820000","112136000","4538954000","1483605000","1965273000"
"20243","11680565","청담동","5010204","09","11036199000","834106000","1142348000","131725000","3694793000","132545000","135289000","311718000","630445000","2041810000","1981420000"
"20243","11680545","압구정동","5808537","09","15110039000","896209000","882849000","87977000","4573508000","74077000","900696000","416353000","3201858000","961218000","3115294000"
"20243","11680531","논현2동","3973993","08","9358270000","1554867000","420752000","169268000","2452383000","343898000","269656000","353941000","984152000","663759000","2145594000"
"20243","11680521","논현1동","3277066","07","12736021000","952274000","119088000","165673000","6431088000","76339000","198017000","447939000","1662065000","461070000","2222468000"
"20243","11680510","신사동","5099915","09","13287329000","711923000","539081000","34255000","5695092000","115021000","331935000","351378000","2635403000","537572000","2335669000"
"20243","11650660","내곡동","4047063","08","922271000","209819000","8504000","29903000","89345000","145828000","35524000","9592000","102022000","19954000","271780000"
"20243","11650652","양재2동","3222382","07","3730908000","933867000","37861000","44720000","665577000","300480000","82448000","72700000","331371000","56314000","1205570000"
"20243","11650651","양재1동","4173236","08","4144088000","652964000","73704000","47352000","936147000","205906000","417101000","102495000","286561000","281469000","1140389000"
"20243","11650621","방배4동","4557937","08","2292902000","300528000","43850000","49475000","683864000","67984000","198321000","27910000","189804000","145747000","585419000"
"20243","11650620","방배3동","4681587","08","1633158000","165792000","8929000","8561000","1114814000","52803000","69762000","1594000","34175000","17519000","159209000"
"20243","11650610","방배2동","3864301","08","27736243000","421446000","19790000","7682000","314897000","78078000","189949000","149714000","24799361000","84807000","1670519000"
"20243","11650600","방배1동","4069239","08","2295000000","697507000","21914000","43222000","523911000","7256000","174270000","45875000","88915000","213791000","478339000"
"20243","11650590","방배본동","4856162","08","6368143000","337715000","38519000","50812000","343531000","198834000","129994000","21332000","135738000","4685978000","425690000"
"20243","11650581","반포4동","5280483","09","10598043000","891922000","626454000","32300000","4525852000","291712000","845140000","73666000","535274000","371755000","2403968000"
"20243","11650580","반포3동","6140775","09","1898215000","172449000","216574000","46664000","271105000","12478000","366140000","22243000","335013000","49781000","405768000"
"20243","11650570","반포2동","6812331","09","591390000","170387000","1136000","0","89215000","3507000","151776000","0","24476000","18836000","132057000"
"20243","11650560","반포1동","5338302","09","3406864000","403226000","14881000","25635000","1505052000","243371000","171300000","37217000","372706000","143692000","489784000"
"20243","11650550","반포본동","5583021","09","212747000","9213000","20951000","478000","586000","4185000","119879000","0","22208000","3202000","32045000"
"20243","11650540","잠원동","5458458","09","3488016000","299695000","87017000","36185000","1589035000","56821000","279791000","181405000","164521000","117854000","675692000"
"20243","11650531","서초4동","6475383","09","12578499000","698037000","452983000","50048000","6863782000","133634000","545869000","557054000","657181000","393171000","2226740000"
"20243","11650530","서초3동","4678950","08","64157467000","846051000","43289000","4594421000","1439179000","211252000","322239000","221637000","53607171000","272350000","2599878000"
"20243","11650520","서초2동","5196131","09","66083072000","575129000","11794000","538038000","2316278000","47081000","529739000","91481000","801679000","59643013000","1528840000"
"20243","11650510","서초1동","4769119","08","3781886000","552218000","90280000","48641000","1107872000","214510000","431220000","76122000","267127000","150173000","843723000"
"20243","11620775","난곡동","2268676","05","1027826000","451030000","15083000","8545000","272800000","17358000","44260000","8382000","31075000","26773000","152520000"
"20243","11620765","미성동","2676537","06","1334601000","362566000","73648000","24893000","144108000","133188000","84799000","66687000","72138000","72025000","300549000"
"20243","11620745","삼성동","2593695","06","671648000","431584000","15802000","3136000","74586000","4721000","8024000","4962000","35469000","15654000","77710000"
"20243","11620735","대학동","2622408","06","2565461000","1082769000","14441000","3555000","306314000","1830000","73136000","83938000","125324000","80517000","793637000"
"20243","11620725","조원동","2523192","06","2117401000","332078000","22789000","45175000","488058000","33332000","21211000","194216000","150002000","165352000","665188000"
"20243","11620715","난향동","3262195","07","283392000","149534000","1485000","565000","13328000","0","28270000","11804000","17611000","8192000","52603000"
"20243","11620695","신림동","2434279","05","3270975000","639939000","61914000","8775000","674484000","26359000","25403000","307714000","324697000","159929000","1041761000"
"20243","11620685","신사동","2430662","05","1421536000","522821000","21940000","31247000","245793000","58374000","26676000","87226000","71451000","63449000","292559000"
"20243","11620665","서림동","2530625","06","853228000","313755000","12473000","4239000","37272000","117104000","93699000","9766000","70829000","10203000","183888000"
"20243","11620655","신원동","2403237","05","714208000","316330000","12854000","8419000","41636000","28642000","15386000","24411000","43493000","21409000","201628000"
"20243","11620645","서원동","2412001","05","4790313000","615943000","334163000","106536000","1229874000","25841000","89881000","377155000","343644000","197579000","1469697000"
"20243","11620630","남현동","3234026","07","2222393000","665953000","12229000","1412000","209400000","96323000","44943000","122992000","250972000","54407000","763762000"
"20243","11620625","인헌동","2783693","06","2108223000","414773000","27556000","929000","225398000","199966000","39100000","33138000","684258000","66149000","416956000"
"20243","11620615","중앙동","2633493","06","2170279000","683627000","31067000","4609000","486265000","13233000","194418000","35219000","123680000","97528000","500633000"
"20243","11620605","은천동","3063077","07","2359406000","889743000","35257000","179885000","191832000","128955000","88999000","39670000","97788000","62130000","645147000"
"20243","11620595","청룡동","2768161","06","3347349000","798084000","96302000","112961000","745619000","13122000","169051000","90139000","245240000","235481000","841350000"
"20243","11620585","낙성대동","3225725","07","3279178000","334620000","40484000","13777000","609372000","85396000","44742000","194544000","183053000","143296000","1629894000"
"20243","11620575","행운동","2889475","06","2227003000","771453000","72374000","20041000","470066000","12796000","91892000","75106000","107056000","72420000","533799000"
"20243","11620565","성현동","3455108","07","554716000","205438000","5930000","2059000","47347000","26302000","114850000","7876000","70448000","12604000","61862000"
"20243","11620545","청림동","3682775","07","488544000","287353000","9486000","1242000","22545000","520000","55098000","8453000","43316000","12605000","47926000"
"20243","11620525","보라매동","2529995","06","5054311000","381463000","11816000","58394000","166136000","94961000","3825992000","43587000","81420000","46430000","344112000"
"20243","11590680","신대방2동","3340157","07","38648098000","627450000","6261000","346516000","1487610000","34632456000","58619000","27821000","103574000","560403000","797388000"
"20243","11590670","신대방1동","3845094","08","1004549000","355494000","14854000","1723000","74209000","57634000","39638000","17912000","103550000","52204000","287331000"
"20243","11590660","대방동","3524765","07","2413586000","695082000","32345000","8368000","314821000","161607000","234259000","71768000","225472000","110324000","559540000"
"20243","11590651","사당5동","3047661","07","338948000","109963000","6122000","2148000","6902000","6870000","35433000","9720000","25540000","11049000","125201000"
"20243","11590650","사당4동","2844168","06","804109000","425563000","18427000","8271000","82615000","3561000","32236000","6321000","44658000","50233000","132224000"
"20243","11590640","사당3동","3890035","08","1075002000","418418000","18179000","8419000","123760000","8719000","67316000","26365000","58110000","35111000","310605000"
"20243","11590630","사당2동","3884988","08","3193051000","878972000","61362000","15832000","475085000","65081000","104068000","184769000","206172000","117944000","1083766000"
"20243","11590620","사당1동","2855173","06","3226531000","638824000","45233000","14021000","535300000","106615000","60690000","97367000","170073000","94158000","1464250000"
"20243","11590605","흑석동","4224946","08","3549239000","510677000","18586000","3573000","1956711000","100737000","103134000","50314000","140654000","63423000","601430000"
"20243","11590560","상도4동","2563258","06","778597000","298813000","16012000","9248000","65513000","2608000","32123000","20534000","58895000","18479000","256372000"
"20243","11590550","상도3동","2575897","06","1722755000","927923000","52236000","11553000","140344000","46222000","31060000","22617000","83708000","63127000","343965000"
"20243","11590540","상도2동","3826699","08","1643151000","530080000","36039000","12267000","345088000","31079000","144683000","38350000","64444000","67745000","373376000"
"20243","11590530","상도1동","3875896","08","2623921000","787341000","16409000","29434000","334061000","221673000","164740000","66661000","157284000","139198000","707120000"
"20243","11590520","노량진2동","2420761","05","1485047000","611923000","5301000","39803000","152049000","2055000","127146000","55737000","42383000","39517000","409133000"
"20243","11590510","노량진1동","3583099","07","2438626000","695181000","14505000","14611000","157738000","11958000","357741000","128691000","170427000","92060000","795714000"
"20243","11560720","대림3동","2907933","06","3224929000","371080000","16557000","40755000","1198948000","639172000","45717000","105779000","109926000","45048000","651947000"
"20243","11560710","대림2동","2686240","06","1511671000","453500000","72319000","8055000","159846000","6805000","6119000","74805000","54219000","70805000","605198000"
"20243","11560700","대림1동","2582442","06","1874488000","713642000","13007000","49713000","712130000","6119000","22791000","19438000","52300000","23147000","262201000"
"20243","11560690","신길7동","3616070","07","1267859000","299257000","5284000","7985000","70419000","79814000","56310000","4163000","561914000","16901000","165812000"
"20243","11560680","신길6동","2954616","06","1877825000","449472000","13197000","19551000","431060000","160111000","165980000","45053000","91654000","60538000","441209000"
"20243","11560670","신길5동","2656511","06","693645000","81094000","13750000","22437000","102950000","216025000","32394000","7131000","16119000","32785000","168960000"
"20243","11560660","신길4동","2717791","06","361098000","144865000","1749000","2200000","71598000","1740000","23168000","5350000","9788000","22493000","78147000"
"20243","11560650","신길3동","3085442","07","1237298000","326919000","26830000","56220000","252223000","164420000","63795000","28365000","46337000","29958000","242231000"
"20243","11560630","신길1동","2780044","06","1550696000","378660000","20323000","11023000","450955000","195712000","50378000","23700000","94001000","31268000","294676000"
"20243","11560620","양평2동","3672088","07","4928091000","574083000","20524000","86835000","207936000","316550000","67632000","52820000","2889187000","58838000","653686000"
"20243","11560610","양평1동","3508250","07","1468268000","222722000","5474000","32537000","162464000","330789000","33510000","8932000","149413000","55678000","466749000"
"20243","11560605","문래동","4019445","08","4241297000","672980000","18410000","117238000","473401000","183337000","161385000","140253000","668047000","169446000","1636800000"
"20243","11560585","도림동","3031484","07","976988000","451565000","3975000","30054000","30453000","60156000","35266000","23723000","75347000","35380000","231069000"
"20243","11560560","당산2동","4130932","08","3351525000","683496000","30381000","11090000","581114000","37997000","185446000","144583000","209336000","371228000","1096854000"
"20243","11560550","당산1동","3536432","07","2256408000","394532000","21557000","44399000","263719000","108569000","67907000","88488000","157289000","175394000","934554000"
"20243","11560540","여의동","5590853","09","53362734000","1690096000","194332000","232580000","2773129000","25901528000","297627000","293412000","9696848000","6819119000","5464063000"
"20243","11560535","영등포동","3570107","07","10423839000","1042654000","812826000","257750000","1643929000","148091000","132390000","470832000","2031319000","292817000","3591231000"
"20243","11560515","영등포본동","3286751","07","1537429000","613571000","27990000","14117000","189764000","120238000","57527000","24663000","93266000","51549000","344744000"
"20243","11545710","시흥5동","2375052","05","665777000","235115000","4147000","62493000","57140000","5627000","16100000","32286000","43735000","30350000","178784000"
"20243","11545700","시흥4동","2405620","05","479165000","279030000","5604000","2377000","69273000","2861000","16224000","13301000","20298000","10099000","60098000"
"20243","11545690","시흥3동","2516251","06","583664000","148215000","2913000","29679000","24640000","224906000","5413000","17275000","12961000","9295000","108367000"
"20243","11545680","시흥2동","3181421","07","277535000","163145000","4986000","1889000","20247000","0","39010000","3359000","11039000","10769000","23091000"
"20243","11545670","시흥1동","2757307","06","3701489000","1386685000","42582000","44961000","561204000","181434000","131349000","137104000","204477000","115535000","896158000"
"20243","11545640","독산4동","2255044","05","734140000","149776000","7063000","4891000","99942000","75470000","14891000","67336000","47791000","32162000","234818000"
"20243","11545630","독산3동","2386851","05","1656818000","594509000","35530000","28513000","248522000","154346000","42874000","72499000","103642000","35638000","340745000"
"20243","11545620","독산2동","2251577","05","1026911000","344153000","25528000","14622000","99714000","180266000","23693000","21260000","60674000","24931000","232070000"
"20243","11545610","독산1동","3000453","07","3606783000","969768000","23802000","103257000","917256000","349122000","116552000","87195000","171564000","132221000","736046000"
"20243","11545510","가산동","2567594","06","13151059000","1580924000","3523094000","133980000","1292136000","225410000","109171000","186259000","3540946000","413016000","2146123000"
"20243","11530800","항동","3007261","07","455944000","118036000","1704000","3177000","41272000","100749000","86538000","1002000","14962000","13226000","75278000"
"20243","11530790","수궁동","2682295","06","997016000","292650000","10659000","1536000","43823000","258068000","190706000","10272000","39186000","13628000","136488000"
"20243","11530780","오류2동","2781178","06","1504343000","705129000","11374000","18850000","122201000","28599000","128912000","30275000","129721000","62279000","267003000"
"20243","11530770","오류1동","2574851","06","1528537000","358531000","46648000","1836000","274437000","283948000","34753000","92538000","74566000","21270000","340010000"
"20243","11530760","개봉3동","2512790","06","1088925000","557925000","15667000","32632000","89746000","63289000","24225000","20249000","49638000","30516000","205038000"
"20243","11530750","개봉2동","3068971","07","1260611000","366426000","11837000","18081000","272494000","5421000","117407000","35844000","57053000","42203000","333845000"
"20243","11530740","개봉1동","2805757","06","1772583000","720733000","20832000","30551000","223906000","164306000","45015000","44862000","76279000","76082000","370017000"
"20243","11530730","고척2동","2882639","06","1157344000","423761000","19648000","19399000","158938000","148544000","57945000","21035000","38032000","27606000","242436000"
"20243","11530720","고척1동","2972418","06","2337431000","589090000","11902000","32928000","562705000","39848000","96702000","62835000","310874000","53630000","576917000"
"20243","11530595","가리봉동","2336331","05","490240000","199152000","2997000","5980000","54712000","27392000","2078000","33833000","20747000","12454000","130895000"
"20243","11530560","구로5동","3213284","07","6886203000","2037033000","33413000","242028000","1051448000","62413000","65439000","165088000","1712558000","294094000","1222689000"
"20243","11530550","구로4동","2617060","06","1938932000","688477000","96422000","11867000","268670000","53051000","56280000","89597000","96358000","52561000","525649000"
"20243","11530540","구로3동","2888444","06","586218569000","910752000","233370000","89932000","1644636000","168942000","180706000","320040000","580433219000","194761000","2042211000"
"20243","11530530","구로2동","2453690","06","4952929000","460225000","25581000","242105000","3273506000","135155000","20307000","70984000","102700000","33843000","588523000"
"20243","11530520","구로1동","3368067","07","680511000","288822000","6070000","5053000","76771000","8959000","102607000","9775000","23880000","39877000","118697000"
"20243","11530510","신도림동","4380318","08","4300462000","433940000","25098000","29702000","436393000","58112000","289315000","69610000","1816777000","341332000","800183000"
"20243","11500641","방화3동","3044446","07","644666000","295320000","2493000","611000","67629000","1107000","16976000","10643000","72903000","23390000","153594000"
"20243","11500640","방화2동","2708397","06","3480208000","520432000","1509668000","33723000","225224000","257446000","18546000","53502000","176998000","250992000","433677000"
"20243","11500630","방화1동","3407916","07","2655339000","707906000","29296000","48369000","418787000","179997000","279480000","61341000","164878000","97763000","667522000"
"20243","11500620","공항동","2896818","06","2984567000","633674000","38537000","94773000","546127000","440864000","52754000","53649000","351210000","73431000","699548000"
"20243","11500615","우장산동","4135674","08","2924634000","1125827000","54935000","17575000","624913000","43828000","349080000","31729000","147497000","136082000","393168000"
"20243","11500611","발산1동","3192517","07","9035210000","1363624000","44725000","69180000","3386622000","1618702000","683973000","12487000","444063000","304889000","1106945000"
"20243","11500605","가양3동","3047051","07","201394000","85835000","4464000","1429000","15746000","3655000","12723000","0","36331000","14488000","26723000"
"20243","11500604","가양2동","3065320","07","1233270000","742066000","13483000","20459000","186310000","87448000","7396000","6070000","61690000","23396000","84952000"
"20243","11500603","가양1동","3560388","07","41380462000","1261021000","80892000","134474000","2112556000","9434301000","156394000","425537000","19892086000","4022225000","3860976000"
"20243","11500593","화곡8동","2473381","06","1654006000","688919000","55826000","12232000","180113000","846000","70596000","53734000","68784000","68771000","454185000"
"20243","11500591","화곡6동","3040513","07","2878512000","507879000","31528000","16162000","647794000","509484000","15845000","224854000","203484000","62502000","658980000"
"20243","11500590","화곡본동","2398795","05","2255629000","683958000","33554000","20045000","342820000","372022000","76342000","71522000","84790000","53218000","517358000"
"20243","11500570","화곡4동","2423768","05","1650288000","354279000","49168000","71030000","197835000","291060000","38129000","61512000","140357000","70941000","375977000"
"20243","11500560","화곡3동","3132782","07","1700885000","315017000","20560000","11157000","363379000","1820000","117618000","75514000","137584000","72652000","585584000"
"20243","11500550","화곡2동","2385531","05","665333000","158738000","7015000","40165000","103588000","165989000","49135000","7007000","42048000","17332000","74316000"
"20243","11500540","화곡1동","2485455","06","4112934000","1037360000","93155000","47583000","664430000","113815000","83032000","391747000","363386000","163235000","1155191000"
"20243","11500535","등촌3동","3403390","07","3297528000","558669000","11491000","18939000","1117218000","43416000","239811000","40128000","211683000","229571000","826602000"
"20243","11500530","등촌2동","3352636","07","925958000","158162000","240494000","8584000","78847000","123773000","33187000","20221000","34816000","19038000","208836000"
"20243","11500520","등촌1동","3322838","07","1958801000","420780000","15902000","24499000","403472000","119767000","52818000","56014000","212943000","86846000","565760000"
"20243","11500510","염창동","4127504","08","2303118000","619869000","35526000","93570000","218099000","162090000","244570000","29784000","227053000","151398000","521159000"
"20243","11470680","신정7동","4094404","08","1753045000","522128000","4542000","7419000","434482000","196747000","196158000","4365000","69028000","34213000","283963000"
"20243","11470670","신정6동","5384412","09","1170831000","270784000","5096000","0","72166000","29878000","571748000","14403000","76879000","33475000","96402000"
"20243","11470650","신정4동","2609700","06","3655108000","643880000","67903000","35350000","823388000","140033000","346236000","132025000","219844000","156374000","1090075000"
"20243","11470640","신정3동","3158844","07","1934541000","594465000","26017000","5158000","645903000","51450000","165341000","29585000","135664000","46260000","234698000"
"20243","11470630","신정2동","4725315","08","1555460000","443572000","6751000","11501000","216184000","41647000","313185000","15475000","94805000","40333000","372007000"
"20243","11470620","신정1동","5046256","09","1639612000","336276000","28315000","69648000","201185000","191291000","157465000","65824000","78125000","60639000","450844000"
"20243","11470611","신월7동","2343943","05","745530000","347317000","6723000","19744000","51284000","30157000","22276000","17919000","59309000","38953000","151848000"
"20243","11470610","신월6동","2857257","06","1057112000","458810000","24246000","11173000","147837000","2631000","56839000","9379000","67322000","29464000","249411000"
"20243","11470600","신월5동","2615553","06","1262760000","186570000","7074000","27370000","143973000","398424000","43779000","34997000","81849000","56462000","282262000"
"20243","11470590","신월4동","2639083","06","1139658000","176716000","13427000","6612000","127727000","314111000","66496000","48678000","20937000","26655000","338299000"
"20243","11470580","신월3동","2152244","05","958701000","183600000","9121000","2595000","108236000","463909000","19739000","11698000","18828000","23700000","117275000"
"20243","11470570","신월2동","2727225","06","1037696000","399542000","10374000","14435000","250357000","56393000","55337000","5844000","34279000","23103000","188032000"
"20243","11470560","신월1동","2227154","05","1360059000","692429000","26997000","35160000","111880000","30502000","21899000","52892000","68119000","34107000","286074000"
"20243","11470550","목5동","5987821","09","4854471000","742931000","19263000","8708000","1563155000","3190000","1803826000","10057000","173553000","72609000","457179000"
"20243","11470540","목4동","3426858","07","1913096000","785920000","15648000","15838000","324402000","5907000","217515000","33772000","116330000","44641000","353123000"
"20243","11470530","목3동","3101712","07","2301320000","994521000","70510000","56879000","402991000","10045000","68440000","65419000","142307000","70029000","420179000"
"20243","11470520","목2동","3244963","07","1906763000","506281000","19731000","18905000","298654000","272145000","135058000","36733000","116219000","29294000","473743000"
"20243","11470510","목1동","5667672","09","9767075000","931698000","36992000","43208000","2231223000","30478000","1579770000","143578000","2400948000","549457000","1819723000"
"20243","11440740","상암동","4158486","08","5184764000","666718000","19055000","15911000","447837000","33474000","803161000","85014000","1579174000","209814000","1324606000"
"20243","11440730","성산2동","3521472","07","2979997000","1846957000","29148000","12378000","127527000","167376000","155039000","24226000","146387000","129517000","341442000"
"20243","11440720","성산1동","2814646","06","1420208000","355436000","18345000","49782000","130303000","247137000","83187000","15491000","102999000","43789000","373739000"
"20243","11440710","연남동","2980162","06","3072853000","642948000","145545000","57983000","71383000","11531000","33460000","139496000","83831000","104722000","1781954000"
"20243","11440700","망원2동","2912810","06","1336101000","468900000","19590000","28448000","82636000","66548000","41386000","38295000","140104000","48818000","401376000"
"20243","11440690","망원1동","2802536","06","2655615000","803985000","90550000","38923000","254888000","17616000","27058000","93428000","139879000","112015000","1077273000"
"20243","11440680","합정동","3195027","07","3655836000","708868000","130969000","67438000","335045000","49957000","66243000","185945000","283939000","180007000","1647425000"
"20243","11440660","서교동","3212258","07","22266774000","2758859000","1824289000","359728000","2987731000","44973000","964838000","1797562000","2777659000","1376169000","7374966000"
"20243","11440655","서강동","4339738","08","2195081000","612563000","101581000","7541000","66888000","113894000","213391000","73634000","180691000","103828000","721070000"
"20243","11440630","신수동","4157605","08","1060505000","257836000","7054000","5881000","376445000","23629000","60254000","14390000","49158000","18632000","247226000"
"20243","11440610","염리동","4051438","08","18478752000","129005000","8936000","56421000","37477000","166684000","105385000","13812000","17414412000","16178000","530442000"
"20243","11440600","대흥동","3421062","07","2159287000","382938000","20445000","41614000","464793000","6824000","493227000","24730000","179592000","101071000","444053000"
"20243","11440590","용강동","4787212","08","2839636000","514598000","10980000","45367000","553329000","153121000","244170000","92793000","242709000","59266000","923303000"
"20243","11440585","도화동","4217433","08","3265079000","294217000","14920000","439134000","640495000","176695000","44602000","149833000","260075000","184249000","1060859000"
"20243","11440565","공덕동","4047702","08","2142461000","415734000","19875000","51903000","323313000","112638000","82624000","62613000","325222000","110960000","637579000"
"20243","11440555","아현동","5237419","09","407263797000","724748000","45319000","46617000","518769000","10147000","133100000","12259000","405111779000","175032000","486027000"
"20243","11410720","북가좌2동","2590646","06","1428552000","423318000","6049000","52267000","156556000","17180000","143793000","47546000","105845000","49772000","426226000"
"20243","11410710","북가좌1동","4005416","08","715413000","173609000","6119000","1200000","220886000","23440000","106381000","4197000","56446000","49694000","73441000"
"20243","11410700","남가좌2동","3237719","07","1807296000","633351000","35064000","19812000","239076000","27099000","140235000","38924000","122705000","94702000","456328000"
"20243","11410690","남가좌1동","4622839","08","1104985000","261096000","19697000","0","463283000","6121000","36627000","28184000","39228000","43201000","207548000"
"20243","11410685","홍은2동","2874442","06","1251174000","333790000","10798000","7525000","158124000","126865000","212929000","21818000","86313000","30314000","262698000"
"20243","11410660","홍은1동","3093859","07","508826000","194713000","4953000","23748000","44983000","5199000","37930000","3889000","50619000","19815000","122977000"
"20243","11410655","홍제2동","3664523","07","636318000","106425000","29741000","781000","149135000","151739000","27245000","7079000","31243000","13435000","119495000"
"20243","11410640","홍제3동","2807766","06","1473953000","498205000","26606000","19670000","335929000","45721000","58900000","20727000","55206000","56560000","356429000"
"20243","11410620","홍제1동","3459117","07","1350492000","388719000","11554000","10596000","309816000","149563000","36329000","41652000","51231000","50753000","300279000"
"20243","11410615","연희동","3383749","07","21232362000","781033000","131219000","81480000","18783065000","204438000","100585000","32976000","191605000","76491000","849470000"
"20243","11410585","신촌동","3331768","07","11446673000","1088214000","140637000","24569000","5363820000","107425000","462833000","322415000","621071000","512118000","2803571000"
"20243","11410565","충현동","3210231","07","1615539000","310699000","12652000","21007000","166820000","244731000","27830000","35816000","230885000","46526000","518573000"
"20243","11410555","북아현동","4172659","08","849043000","392154000","9672000","35013000","109942000","3169000","52875000","8282000","43875000","55885000","138176000"
"20243","11410520","천연동","4197718","08","908055000","416109000","14213000","5749000","68352000","6958000","62167000","12472000","43530000","27399000","251106000"
"20243","11380690","진관동","4070863","08","6320996000","677492000","961486000","60382000","2350717000","211153000","285267000","29100000","266314000","281972000","1197113000"
"20243","11380650","수색동","3253972","07","329107000","53651000","4761000","39395000","23683000","93185000","19341000","3016000","9551000","7026000","75498000"
"20243","11380640","증산동","2838450","06","888937000","200625000","19719000","46543000","94468000","270299000","41591000","6725000","61167000","26041000","121759000"
"20243","11380632","신사2동","2635300","06","552245000","319002000","9678000","3445000","40814000","2468000","50581000","2157000","11597000","12732000","99771000"
"20243","11380631","신사1동","2637581","06","1687367000","460019000","30265000","6277000","159183000","302349000","48188000","62745000","112148000","78970000","427223000"
"20243","11380625","역촌동","2521877","06","2571752000","817288000","44568000","59044000","412471000","94293000","143850000","76461000","123543000","116588000","683646000"
"20243","11380600","응암3동","2360910","05","2880690000","1349688000","73831000","19022000","252354000","126461000","61379000","176642000","68388000","66135000","686790000"
"20243","11380590","응암2동","3510245","07","692196000","240212000","6477000","3196000","71619000","87066000","112503000","13078000","32464000","30090000","95491000"
"20243","11380580","응암1동","2726133","06","2313367000","383868000","28855000","20239000","721913000","3478000","234879000","61455000","148144000","129852000","580684000"
"20243","11380570","대조동","2535013","06","2983289000","621119000","108763000","72296000","805233000","26739000","151169000","87143000","243163000","112206000","755458000"
"20243","11380560","구산동","2602334","06","972504000","312348000","8441000","4553000","269804000","35020000","128096000","5978000","28020000","31771000","148473000"
"20243","11380552","갈현2동","2539257","06","2327405000","695247000","66104000","14263000","177187000","19130000","350008000","93094000","212073000","62618000","637681000"
"20243","11380551","갈현1동","2481200","06","2046288000","295182000","48263000","2277000","340946000","4289000","82392000","242964000","140005000","78619000","811351000"
"20243","11380530","불광2동","2396457","05","1674805000","552693000","23825000","45900000","283969000","194633000","57377000","34183000","45798000","60788000","375639000"
"20243","11380520","불광1동","3182963","07","2676713000","566242000","44668000","187177000","808461000","3826000","128648000","104298000","160316000","131767000","541310000"
"20243","11380510","녹번동","3055864","07","2055172000","555411000","8513000","53827000","356994000","182947000","99158000","48551000","108009000","51062000","590700000"
"20243","11350720","상계10동","3132098","07","387572000","123075000","8371000","34823000","66289000","3527000","35447000","1974000","36171000","25350000","52545000"
"20243","11350710","상계9동","2955988","06","697739000","213068000","15059000","3234000","163271000","0","70640000","9746000","45664000","53695000","123362000"
"20243","11350700","상계8동","3153561","07","611719000","197282000","16021000","1863000","93094000","2370000","98515000","6565000","58696000","12413000","124900000"
"20243","11350695","상계6?7동","3152836","07","5345554000","580404000","56285000","38422000","2662127000","2550000","457627000","169678000","338409000","310867000","729185000"
"20243","11350670","상계5동","2481440","06","921525000","353402000","20624000","23710000","49814000","20088000","45827000","37104000","64387000","45008000","261561000"
"20243","11350665","상계3?4동","2644186","06","560186000","231678000","21357000","32335000","56937000","3808000","28850000","17931000","23323000","15263000","128704000"
"20243","11350640","상계2동","3122902","07","7151041000","789029000","136413000","58979000","882356000","174158000","184962000","361781000","2192667000","300034000","2070662000"
"20243","11350630","상계1동","3030316","07","3404075000","1129976000","13486000","86978000","335196000","122853000","101739000","86550000","153219000","136405000","1237673000"
"20243","11350625","중계2?3동","2936682","06","3226738000","2095702000","28700000","45401000","219053000","49109000","100601000","38715000","186404000","90202000","372851000"
"20243","11350624","중계4동","3196660","07","2213852000","835696000","14557000","40002000","362084000","975000","88585000","67268000","78103000","61582000","665000000"
"20243","11350621","중계1동","4623227","08","1758006000","273217000","18251000","65193000","142306000","21703000","778521000","6366000","106396000","25898000","320155000"
"20243","11350619","중계본동","4197248","08","2419795000","616349000","18226000","363000","219817000","157911000","829838000","22947000","159021000","74488000","320835000"
"20243","11350612","하계2동","3625940","07","250342000","136202000","5990000","1594000","2572000","1081000","39668000","1738000","12749000","7157000","41591000"
"20243","11350611","하계1동","3611061","07","2540804000","1102341000","3600000","424000","334621000","208871000","110698000","6787000","120400000","101232000","551830000"
"20243","11350600","공릉2동","3394877","07","2729518000","789554000","22569000","22490000","249673000","178080000","123987000","88530000","434610000","136080000","683945000"
"20243","11350595","공릉1동","2786137","06","4766982000","1260537000","62206000","42836000","966107000","628936000","78182000","93111000","241873000","143665000","1249529000"
"20243","11350580","월계3동","3110675","07","2620332000","2074580000","26958000","2775000","74109000","1335000","81752000","2958000","53685000","72046000","230134000"
"20243","11350570","월계2동","2728093","06","670609000","251614000","6899000","2220000","63148000","0","211904000","1963000","12176000","30203000","90482000"
"20243","11350560","월계1동","2777397","06","1836211000","426012000","13637000","4846000","346270000","86374000","51521000","80938000","160468000","86458000","579687000"
"20243","11320710","방학3동","2962092","06","742193000","162047000","4918000","768000","116018000","7156000","48293000","12784000","63937000","38940000","287332000"
